;;;;;;;;
The Present Witzeman is an 11-year-old boy namely Benjamin Woods, who is said to have become a Witzeman after he felt this 'awesome radiance in his top-right bumcheek'. He has not told a great number of people his testimony, but has promised to do so in years to come.;;;;;;;;
;;;;;;;;
                           History;;;;;;;;
The present world has only come enlightned with the knowledge of the Witzeman in present years, because former Witzemen have not been so public about the honour, to abide with the formality and conservativism in their time. The term 'Witzeman' is a compound word of the adjective Witze and 'man', witze being an 11th century term for 'a person of extreme humour and radiant intelligence'. Unfortuneatly, Witze is also sometimes associated with bad wind, for unspeakable reasons.;;;;;;;;
;;;;;;;;
                       Proper History;;;;;;;;
"As early as the 14th century, Witzemen were considered outcasts, and young children were encouraged to poke them with sticks. This led to the 1st Witzeman Rebellion of 1555 when the current Witzeman and his followers attempted a coup to take over the local Council chess team. This rebellion further disgraced the Witzeman, as he and his followers were embarassingly pronounced 'gaga' at a Government meeting that year. The period from here to the early 1900s was a dark time in the Witzemans history. However good times were to come for the Witzeman. Many normal people took part in mass demonstrations and protests for the Witzeman in the 1980s, building up to a great moment in the history...the Great Rebellion of 1988. This was when several Witzeman sprinted round the Visitors Gallery of the House of Commons, wearing clown masks, but otherwise completely naked. This was thought to be an act of circambulation. However many people who witnessed this shocking behaviour, were 'mentally, spiritually, and emotionallly scarred for life'. This group of people included many young children who were forced to go to asylums in a state of mental instability, suffering from trauma. It was at this time that the Government finally took positive action for the Witzeman. In 1990, a bill of rights for the Witzeman was signed, stating all Witzemen were allowed to do as they pleased. Although this was a formal agreement, many journalists viewed it as a letter of submission from the Government to the Witzeman, as the behaviour of the Witzeman and his followers became more and more twisted."",0,0,0,0,0,0";;;;;;;;
"127,00521847b93eba3b,""""""";;;;;;;;
;;;;;;;;
"OK: just finished my planned cleanup of the todo page. The entries that were removed were copied to the investigated entries page so we have a record that we looked at them. ——  talk -  """""",0,0,0,0,0,0";;;;;;;;
"128,0052a7e684beeb1a,"""""". (On Dec 14, 2006, a NIST scientist said """"""""...the collapse of the towers were not of any magnitude that was seismically significant..."""""""". See Dr Wood's """"""""The Scientific Method Applied to the Thermite Hypothesis"""""""" paper on her tripod site for mp3 links.)"""""",0,0,0,0,0,0";;;;;;;;
"129,005306a4c109dab3,""The statement drawn from Watchtower literature, honestly, not clandescently, not with hypocrisy, is drawn from Watchtower literature via Ray Franz's arguments and literature, and imposed into the Wikipedia article. It's too much of a coincidence that a more or less follower of Ray Franz is going to come up with a reference to Wa. literature on his own, exactly the same connection Ray Franz makes, without having first seen the connection made in Ray Franz literature.    Natural";;;;;;;;
"  Nature"",0,0,0,0,0,0";;;;;;;;
"130,00537730daf8c5f1,""Sorry about that.  I had checked, but had only come up with Dulas Bay.  Somehow I had missed the Dulas disambiguation page completely.  Apologies again, it's not even as if it was getting particularly late at night!  The onset of swine flu perhaps?"",0,0,0,0,0,0";;;;;;;;
"131,0053978373606ba4,""TCM ";;;;;;;;
;;;;;;;;
"I can find no evidence that acupressure is a TCM, rather than derived from TCM. If no one objects I'll place a citation note in the article."",0,0,0,0,0,0";;;;;;;;
"132,0053bab79133c0fc,""Well, it still needs expansion in areas, citations in others, more images (was going to get a pic of the Stanley Cup banner tonight at the Hitmen game, but forgot my camera) and a thorough review/copy edit by someone with a better flair for words than I, but work progresses.  lute"",0,0,0,0,0,0";;;;;;;;
"133,00548d029d7f4783,""A redirect somewhere couldn't hurt, though I still don't think any o the candidates are ideal. But then if he passes the notability threshold some day the basic material is still there to work with."",0,0,0,0,0,0";;;;;;;;
"134,00548f16a392d8ed,""Meivazhi";;;;;;;;
I've had a go at restarting the Meivazhi article in a style that's more standard for Wikipedia articles. Someone would probably have deleted it pretty quickly if it had stayed in the form you posted. I'd be grateful if you could help at Talk:Meivazhi about the accuracy. ;;;;;;;;
;;;;;;;;
Unfortunately I had to remove your links. The conflict of interest guidelines advise against editors linking to their own sites, and also Wikipedia's attribution policy WP:ATT requires that information should come from third-party published sources rather than personal websites. Do you know of any good newspaper/book accounts of Meivazhi?  ;;;;;;;;
;;;;;;;;
"PS What is the salaimanimudi.indlist.com site? A personal site by a member?"",0,0,0,0,0,0";;;;;;;;
"135,0055208c660f7894,""Though this is certainly a small article, but it is not so inconsequential as to warrant subsuming it within the Flame Trees article. ";;;;;;;;
;;;;;;;;
It is a discography article, and should stand alone.;;;;;;;;
;;;;;;;;
" 22 May 2005"",0,0,0,0,0,0";;;;;;;;
"136,00562e78e0b34102,""Yeah, let's merge the content. (Not sure if Devil's Canyon is the same type of codename.)"",0,0,0,0,0,0";;;;;;;;
"137,0057b7710cb5ebb2,""""""";;;;;;;;
;;;;;;;;
 Image:YourTransitAd.jpg ;;;;;;;;
;;;;;;;;
"I think I may be able to get a better photo of this ad. If I'm able to do that, is it okay if I use it to replace this current one? I want to check with you first before doing anything. -→™/?! """""",0,0,0,0,0,0";;;;;;;;
"138,0057e30091cf3e81,""""""";;;;;;;;
;;;;;;;;
 A cookie for you! ;;;;;;;;
;;;;;;;;
"  A cookie for you   """""",0,0,0,0,0,0";;;;;;;;
"139,00582dcd527c8d7d,""LMAO, what a n00b. Go and listen to manele!"",0,0,0,0,0,0";;;;;;;;
"140,00584d887401f47b,""06, 29 December 2007 (UTC)";;;;;;;;
Yep. LOL, the [[Reformist Party (Serbia)|Reformist Party] is having another go (the 20th very last on the parliamentary election, winning less votes than notable to actually be mentioned). ) ;;;;;;;;
By the way, here's something very little people have figured out - the new Constitution of Serbia has been brought to enable Kosovo' secession. The 1990 Constitution barred that as a possibility, and after the Kumanovo Military-Technical Agreement was signed between NATO and FRY the SRS broke its coalition with SPS and the government collapsed, causing new elections - because that was unconstitutional, as an act of highest treason, enough to be tried from maximum sentence (which the Radicals demanded from then to his death, to have a trial in Serbia, and to be tried for treason among other reasons). This constitution releases the authorities from that weight, and they won't have to go to prison if they recognize any form of further loss of sovereignty in Kosovo. ;")   15"",0,0,0,0,0,0";;;;;;;
"141,00585c1da10b448b,""New WikiProject Novels initiative";;;;;;;;
"We have begun a new initiative at the WikiProject Novels: an improvement drive. As a member listed here, you are being notified. Please see Wikipedia talk:WikiProject Novels#5-5-5 Improvement Drive and Wikipedia:WikiProject Novels/Collaboration for more details. Also I would like to remind you to keep an eye on the project talk page at Wikipedia talk:WikiProject Novels. Thanks,"",0,0,0,0,0,0";;;;;;;;
"142,00587c559177dcf2,""""""";;;;;;;;
;;;;;;;;
Reply;;;;;;;;
Are you being facetious? if not, you would have relayed the same message to Jza and MRSC as my words were no more stern than theres. If you would like evidence for any of the claims made on the talk, then I will only be too glad to provide. You also failed to provide diffs in your message to me, in regards to which words you're claiming are offesive, perhaps WP:Assume good faith.;;;;;;;;
;;;;;;;;
"The two users constantly harass and follow me to articles making disruptive edits in violation of numerous Wikipedia guidelines (WP:HARASS is just one). For example the removal of third party references from articles which don't suit their POV, without entering an edit summary (considered by Wikipedia guidelines as bad faith and a violation of WP:BLANK). The violation of WP:NEO by adding derogatory neologisms to the articles of organisations who they do not personally agree with, despite being made aware of the policy, despite not having any reference to the said organisation being described with said neologislm and despite the community majority constantly removing the derogatory term.  The same """"""""tag team"""""""" practise can be shown to be used against numerous other editors who edit articles on British culture and trad counties, not just against me. Again, if you would like evidence just ask.";;;;;;;;
;;;;;;;;
"It would seem however, looking at the messages on your talkpage above, especially the lovely intertude under """"""""UK mediation"""""""" section, that Jza messaged you (somebody he seems very familiar with) in violation of WP:CANVAS. Specifically the section on Wikipedia:CANVAS#Campaigning may interest you. If you're going to be an admin, may I suggest you please make yourself familiar with the policies and guidelines I have referenced in this message. Rather than accusing me, a user who is being cyberstalked, of """"""""personal attacks"""""""". Systematic bias is not acceptable, you're here to make sure that our policies are upheld not to chip in for the sake of a friend. Thanks. -   """""",0,0,0,0,0,0";;;;;;;;
"143,005b214511a69b4b,""""""P.S. It's not polite to talk to people behind their backs, please remove your comments from Mrph's talk page.";;;;;;;;
;;;;;;;;
Vaughan;;;;;;;;
You're right;" I went to check your previous edit and found a page on the Marvel site that spelled it """"""""Vaughn"""""""", but now I am finding many more that spell it correctly. Thanks for the edits.   (☎☓) ";;;;;;;
;;;;;;;;
""",0,0,0,0,0,0
144,005ba6af463ab6cf,The Block";;;;;;;;
;;;;;;;;
Hi just wondering if it has been confirmed the Darren Jolly will be a contestant on The Block??;;;;;;;;
;;;;;;;;
"Thanks"",0,0,0,0,0,0";;;;;;;;
"145,005cec874506e9d9,""""""";;;;;;;;
;;;;;;;;
 Opinion Please Pt II ;;;;;;;;
;;;;;;;;
"As SRQ continues to make personal remarks after she said she wouldn't,  may I assume you will  help me with a WP:RFC/U?  Also, I believe she has violated the 3RR rule today. Edit warring over one accurate word is ridiculous, as is edit warring in general. Let's make it stop!   May I also ask what was wrong with the honest statement I made on talk page and what you mean by hasty refactoring? I appreciate any assistance and welcome any questions. BTW, when do pivotal, accurate, well referenced entries become """"""""peacock""""""""? My understanding is that it refers to unneceessary editorializing, not to precise vital info in the sequence of events? Thanks!   """""",0,0,0,0,0,0";;;;;;;;
"146,005de39c51ef844a,""Azari or Azerbaijani? ";;;;;;;;
;;;;;;;;
"Azari-iranian,azerbaijani-turkic nation."",0,0,0,0,0,0";;;;;;;;
"147,005e2ae8f864f76c,""Userbox";;;;;;;;
"Hello. A userbox you are using (Template:User queerrights) has been moved to user space per WP:GUS. The new link is  and leave any questions you may still have on my talk page. Thank you."",0,0,0,0,0,0";;;;;;;;
"148,005e6b1369cbe377,""""""";;;;;;;;
;;;;;;;;
"If you actually take the time to do a little bit of research Bloodofox, instead of jumping into what you perceive to be an avenue to pursue your vendetta against me, you'd have realised by now as would your colleague Kiyoweap that in all probability the kelpie==water horse==each uisge, just different terms in used in different places for the same entity. Which is why I challenged Kiyoweap to produce something decent on the each uisge, which I guarantee he'll be unable to do.  Corbett """""",0,0,0,0,0,0";;;;;;;;
"149,005eb6d31a8d821e,""From what I've seen with editors other than Eric, the elephant in the room is the issue of baiting/poking the bear/whatever the hell you want to call passive/aggressive baiting. No one wants to touch that one, even though it's uncivil as hell and appears to be the tactic of choice whenever someone wants to get rid of someone or get their way. That's the part that saddens me. darkness"",0,0,0,0,0,0";;;;;;;;
"150,005ed4dfecd86188,""""""";;;;;;;;
;;;;;;;;
 Socialistm? ;;;;;;;;
;;;;;;;;
"There are two important features of Smith's concept of the """"""""invisible hand"""""""". First, Smith was not advocating a social policy (that people should act in their own self interest), but rather was describing an observed economic reality (that people do act in their own interest). Second, Smith was not claiming that all self-interest has beneficial effects on the community. He did not argue that self-interest is always good"; he merely argued against the view that self-interest is necessarily bad. It is worth noting that, upon his death, Smith left much of his personal wealth to charity.;;;;;;;
;;;;;;;;
"Good!  Let's all make sure we put forth the idea that Adam Smith was a socialist.  That's the wikipedia way!"""""",0,0,0,0,0,0";;;;;;;;
152,005fb1983ff191e9,The Alpha version had multiplayer. The Beta version did not.,0,0,0,0,0,0;;;;;;;;
"153,0060062dd4db5195,""""""";;;;;;;;
"PD: I just have seen that apart from the article Coat of arms of the Sahrawi Arab Democratic Republic, there is also a different article named Coat of arms of Western Sahara. That shows clearly that some users here have politically-driven intentions and bad faith, although they claim to be neutral. If they were neutral, logically they would work on the """"""""Coat of arms of Western Sahara"""""""" article, intead of trying to merge the two articles and messing it.  """""",0,0,0,0,0,0";;;;;;;;
"154,00604eb295a1dbf2,"")";;;;;;;;
;;;;;;;;
We are not treating this as a forum. A question arose and was appropriately answered. End of story. ;"-"",0,0,0,0,0,0";;;;;;;
"155,0060c5c9030b2d14,""""""";;;;;;;;
;;;;;;;;
 Military history WikiProject Newsletter - Issue II ;;;;;;;;
;;;;;;;;
"The April 2006 issue of the project newsletter is now out.  You may read this issue or change the format in which future issues will be delivered to you by following the link.  Thanks.  """""",0,0,0,0,0,0";;;;;;;;
156,0060ef190ee10720,. Between the unblock submission and  response there is less that 3 minutes which proves that this administrator did not pay enough attention to this case,0,0,0,0,0,0;;;;;;;;
"157,006120d209a4a46c,""""""";;;;;;;;
;;;;;;;;
  ;;;;;;;;
;;;;;;;;
Your request to be unblocked has been granted for the following reason(s):;;;;;;;;
Allowing username change to GianLuigiPalermo . Please put this request in at Wikipedia:Changing username as soon as possible to avoid re-blocking.;;;;;;;;
;;;;;;;;
Request handled by:  ;;;;;;;;
;;;;;;;;
" Unblocking administrator: Please check for active autoblocks on this user after accepting the unblock request."""""",0,0,0,0,0,0";;;;;;;;
"158,0061b075244dd234,""Once again, I responded to MileMoney's reasoning for his edit and I gave my reasoning for my edit.  Yes, it is absolutely relevant to this page.  There are other places for the discussion on income inequality than in the Progressive Tax article."",0,0,0,0,0,0";;;;;;;;
"160,0063a8786a7034fc,""""""== Attributing and classifying of personalities == ";;;;;;;;
Invitation. Your input to Culture of Lithuania is welcomed. ;;;;;;;;
Some problems of defining personalities or attributing them to certain well-known ideological systems may raise here. I propose a quite liberal variant of it, where definition may not be connected with one certain word. Necessity however to follow certain classifying remains. ;;;;;;;;
;;;;;;;;
My initial ideas on this branch, the ones, concerning period of Lithuanian national Renaissance period: Some artists, writers or other cultural workers of this period are often described as  modernists. This definition is not false, but some more concrete things should be added, some specifics of Lithuania. ;;;;;;;;
We should distinguish leading ideas of the Nat. Renaissance from later modernism, which is more known for us. Cultural aspirations of the later Nat. Ren. may be defined as  modernism in a cultural context of Lithuania. But they accented also expression of Lithuanian cultural heritage, and their expression may be seen as something simply typically  Lithuanian. I mean, that such authors in as  Čiurlionis is seen as modernist in Lithuanian context, but it also (and even more) is a representative of Lithuanian culture, when in European or World-wide context. A parallel  example may be taken from literature of India. Poet  Tagore, well known Nobel price winner is known for us as a representative of culture of India. Making India more understandable and closer for western people is concerned as main his input to Western culture. But in his own country, he was seen as a modernist too, who was changing traditional cultural forms, especially stagnated ones. This way also Lithuanian cultural leaders of the N. Ren. could be seen as modernists, which were broadening cultural forms and changing stagnated ones, in Lithuanian context. They also can be seen as modernists in a wider context, but more for acquainting Western people with Lithuanian culture than for their direct input into Western culture. Čiurlionis is the best example here. ;;;;;;;;
In other way, the later Lithuanian modernists (they depended mostly to later  generation, approximately from 4th decade of the 20th century) concerned themselves part of Western modernistic movement and their main purpose (looking generally) was  to introduce Western European ideas into Lithuanian cultural life (see the table below). ;;;;;;;;
We see two different movements and two different world outlooks here. The problem is, that both movements collaborated, especially their political wings did, and interchange of ideas between them is well seen. So, many researchers don't pay attention to this difference. Especially in the Soviet period, when national ideas were officially forbidden, mixture in description of these movements was allowed. E. g. philosopher Ramūnas Bytautas, who clearly depends to the first generation, is often described as liberal. And it may be understood in a sense of the second generation (as idea of liberalism).;;;;;;;;
 ;;;;;;;;
;;;;;;;;
 period and generation  artists, writers, philosophers etc in a context of Lithuania in an European context The National Renaissance period, the younger generation, approx 1905 – 1930  painter and composer  Čiurlionis, painter Kazys Šimonis, poet and philosopher Vilius Storastas - Vydūnas, dramatist Sofija Kymantaitė - Čiurlionienė, poets Adomas Jakštas, Motiejus Gustaitis, Liudas Gira, composer Stasys Šimkus, philosopher Ramūnas Bytautas.  reformers and innovators of Lithuanian culture Representatives of Lithuanian culture, almost unknown before them. The period between WWI and WWII and post-war years.   poets V Mykolaitis - Putinas, Kazys Binkis, writer Ignas Šeinius – Jurkūnas, artists: all 'ars' group,  philosopher Juozas Girnius  Modernists, introducing new Western ideas into Lithuanian cultural life  Central European modernism. ;;;;;;;;
Note: Lists of personalities isn't complete here, nor it's made precisely by prominence. ;;;;;;;;
 07:51, 2004 Jul 16 (UTC);;;;;;;;
;;;;;;;;
""",0,0,0,0,0,0
161,0063dd8f202a698a,""";;;;;;;;
;;;;;;;;
"Actually, direct quotes that aren't in quotation marks and aren't attributed are generally known as """"""""plagiarism"""""""" and/or """"""""copyright infringement."""""""" But the NYT material isn't the issue, as you well know. The material from the """"""""Jewish Action Taskforce"""""""" is the problem.  """""",0,0,0,0,0,0";;;;;;;;
"162,0063f66706c20dfa,""""""";;;;;;;;
Katelyn Faber;;;;;;;;
Could you weigh in at the bottom of the Talk Page for Katelyn Faber regarding the inclusion of an image of her?   ;;;;;;;;
;;;;;;;;
 Template:User Totalbox ;;;;;;;;
;;;;;;;;
Thanks for reverting.  ;;;;;;;;
;;;;;;;;
 Esperanza Newsletter, Issue #1 ;;;;;;;;
"{| style=""""""""border-spacing:8px";"margin:0px -8px"""""""" width=""""""""100%""""""""";;;;;;;
"|class=""""""""MainPageBG"""""""" style=""""""""width: 55%"; border:1px solid #cef2e0; background-color:#f5fffa; vertical-align:top;"color:#000""""""""|";;;;
 Reach outReach out is a program aimed at allowing users to bring issues that they have had in Wikipedia to a listening, sympathetic and caring audience:;;;;;;;;
" """"""""No one can know how we feel if we do not say. We cannot expect to get understanding if we do not ask for it. No one will dispute that sometimes life's issues are too much for one person. It is fair to say that sometimes Wikipedia's problems fall under the same heading. This is a place where you can bring the bruises that can sometimes be got on this project for attention."""""""" Stress AlertsThe Stress alerts program aims at identifying users who are stressed, alerting the community of thier stress and works in tandem with the Stressbusters at trying to identify causes of stress and eliminating them. Note from the editorWelcome to this new format of the Esperanza Newsletter, which came about during the last Advisory Council meeting - we hope you like it! The major changes are that each month, right after the Council meeting, this will be sent out and will include two featured programs and a sum up of the meeting. Also, it will be signed by all of the Advisory Council members, not just . Have an Esperanzial end of March, everyone!";;;;;;;;
"|class=""""""""MainPageBG"""""""" style=""""""""width: 45%"; border:1px solid #cedff2; background-color:#f5faff;" vertical-align:top""""""""|";;;;;
"{| width=""""""""100%"""""""" cellpadding=""""""""2"""""""" cellspacing=""""""""5"""""""" style=""""""""vertical-align:top";" background-color:#f5faff""""""""";;;;;;;
! The last AC meeting (full log);;;;;;;;
|-;;;;;;;;
"|style=""""""""color:#000""""""""|";;;;;;;;
 Future meetings are to be held monthly, not fortnightly as before.;;;;;;;;
 Bans and Access level changes (apart from autovoice) in the IRC channel are to be reported at the new log.;;;;;;;;
 In the IRC channel, there is going to be only one bot at a time.;;;;;;;;
 The charter requires members to have 150 edits and 2 weeks editing. Why this is the case will be clarified.;;;;;;;;
 A new Code of Conduct will be drafted by  and proposed to the Esperanza community.;;;;;;;;
 The NPA reform idea is to be dropped officially.;;;;;;;;
 Charter ammendments are to be discussed in future, not voted on.;;;;;;;;
 The Advisory Council is not going to be proposed to be expanded by the Advisory Council themselves, if others want to propose it, they will listen.;;;;;;;;
|-;;;;;;;;
"!"",0,0,0,0,0,0";;;;;;;;
"163,0063f77040fbc7d4,""Fradulent claim ";;;;;;;;
;;;;;;;;
"I am most certainly not a sockpuppet of TheChief, please retract your fradulent claim at once."",0,0,0,0,0,0";;;;;;;;
164,006493e4e9c89cab,That is quick if we only limit the discussion for changing the title but considering the previous discussions for months can have a valid reason for the move.,0,0,0,0,0,0;;;;;;;;
"165,0066dcf7d9ecd360,""""""";;;;;;;;
;;;;;;;;
 123 18:38, July 18, 2005 (UTC);;;;;;;;
;;;;;;;;
"P.S. Feel free to leave a message on my talk page if you need help with anything or simply wish to say hello. )"""""",0,0,0,0,0,0";;;;;;;;
"166,006774d59329b7bd,""And, of course, Peiser is more than just a social anthropologist.  He's one whose recent research has focused primarily on the social aspects of climate change and is thus at least as qualified to comment on the state of consensus as a historian.  Regarding his study, it hasn't been published in a peer-reviewed journal, but the results have appeared in many reliable sources.  In effect, it should be treated no differently than as if Peiser himself (or any other scientist) had verbally relayed the conclusions directly to a reporter.  Literally tens of thousands of Wiki articles contain such references direct quotes from scientists, which appear in no other source but through the medium of a reputable reporter."",0,0,0,0,0,0";;;;;;;;
"167,006854d70298693e,""Hi ";;;;;;;;
;;;;;;;;
Hi, good day.;;;;;;;;
;;;;;;;;
My deepest apologies that I had made the change.;;;;;;;;
I had made the change it was because I was there. On the day.;;;;;;;;
I was there on the day when they are all line up the most straightest one straight line,;;;;;;;;
the most biggest, the most brightest and highest star in the sky over my head;;;;;;;;
when the clock strikes 12 exactly at the noon on that day. (The date which I provided).;;;;;;;;
It was the most beautiful thing I ever see.;;;;;;;;
I know many thing need prove but I know what I saw that day. It is up to you now;;;;;;;;
but it was okay if black and white prove to be needed. I don't have any.;;;;;;;;
My sincere apologies for the trouble I had cause you.;;;;;;;;
;;;;;;;;
I am from south east Asia.;;;;;;;;
I'm a Asia and I came from a very traditional Chinese family.;;;;;;;;
;;;;;;;;
"have a pleasant day"",0,0,0,0,0,0";;;;;;;;
"169,0069bf2d6881ad29,""It looks to me like he is violating WP:NPA, but it's pretty minor. I'll point this out to him, and if you two are having a content conflict then you can try the Mediation Cabal. By the way, it's generally easier to sign with ~~~~ than typing out . Have a stop by in the IRC channel if you want further advice, by the way.  |||  Talk"",0,0,0,0,0,0";;;;;;;;
"170,0069e6d57a3beb51,""""""";;;;;;;;
;;;;;;;;
A pat on the head;;;;;;;;
"KC, you are one of the most dedicated Wikipedians I know and I'm madly in love with you. I'd give you a Barnstar but in the end you'd just chew it up and bury it. Instead, let me offer this metaphorical pat on the head: """"""""That'll do Pup, that'll do.""""""""  see you around   )  Tropics """""",0,0,0,0,0,0";;;;;;;;
171,006a263a08b593c5,Note that the Sandbox is the right place to experment.  Thanks!,0,0,0,0,0,0;;;;;;;;
"172,006a4cdda4960588,""friesers opinion is simple i guess. kursk was no turning point, german were on retreat before and after. i think hes correct. russians had more personnel before and after they improved their skill ( glantz ) this in combination forced germans to retreat only. the losses were not the problem, after the battle of kursk the tanks and infantry strenghts were more in favor for germans then before... , some weeks after kursk german tank strenghters were higher than before kursk ( zetterling )"",0,0,0,0,0,0";;;;;;;;
"173,006a4e493b506d1e,""Oh, I didn't know, thanks."",0,0,0,0,0,0";;;;;;;;
"174,006b77d41eb4bc08,""Lois Roisman";;;;;;;;
"Your piece on Lois Roisman omitted much of her background and everything to do with her death. I have updated it. Please review if there's anything you want to add. 67.101.255.166"",0,0,0,0,0,0";;;;;;;;
"175,006b888560bcdfcd,""""""know the sex of the foetus"""""""""""""",0,0,0,0,0,0";;;;;;;;
"177,006ca45465868e64,""86.29.244.57|86.29.244.57]] 04:21, 14 May 2007"",0,0,0,0,0,0";;;;;;;;
"178,006cf8c9f4cc4d57,""Sorry, the link you gave me is dead. And I formatted in harvnb, so plz help in that matter."",0,0,0,0,0,0";;;;;;;;
"180,006de7a80921e04b,""""""";;;;;;;;
;;;;;;;;
 29 August 2006 ;;;;;;;;
"wow. i understand that the sentance I """"""""added"""""""" was not crucial and really does not change the content. But what is this?! has the community not gotten smaller? was it not caused by the automobile? have I not sourced the statement as asked? is it not a fact? is it not information? does it not help inform people as to why foresters falls is not as large as it seemingly once was? is it not the only peice of information in the article that bridges the span of time between 1870 and present? is the usfullness of the edit the only criteria used to determine if it will be reverted or not? if so it should be noted that I simply re-added the information after it was removed. was not the removal frivilous and unwarranted? what is the problem? why insist on the absence of this statement? it is unjustifiable. it is negligible. I am re adding the information as it is: A)factual, B) sourced, and C) informative. I assume that since there is no reason to remove it again (or in the first place) that you and all other Wiki Nazis will relax. If you are concerned with useless edits please see the edit fom the 26th. I know it was carried out by the great infallable Mindmatrix but imho that was the first useless change. """""",0,0,0,0,0,0";;;;;;;;
"182,006eaaaca322e12d,"""""") (ETA: John D. Haynes House. SarekOfVulcan (talk) """""",0,0,0,0,0,0";;;;;;;;
"183,006f2c1459f3b6b1,""""""== new ==";;;;;;;;
;;;;;;;;
{{userbox ;;;;;;;;
 TABTAB| id =  ;;;;;;;;
 TABTAB| id-c = White ;;;;;;;;
 TABTAB| info = This user is a faggot. ;;;;;;;;
 TABTAB| info-c = LightBlue ;;;;;;;;
 TABTAB| border-c = Black ;;;;;;;;
 TABTAB| usercategory = LGBT Wikipedians ;;;;;;;;
 TABTAB| nocat =  ;;;;;;;;
 TABTAB}} ;;;;;;;;
 TABTAB;;;;;;;;
" TABTAB- ''This template automatically categorizes the user in LGBT"""""",0,0,0,0,0,0";;;;;;;;
"184,006fc8cfaa4faf0b,"", 16 December 2005 (UTC)";;;;;;;;
"Mendel doesn't talk about those changes at all.  Mendel was refering to the Conspiracy section that used to be there.  16:53"",0,0,0,0,0,0";;;;;;;;
"185,006fda507acd9769,""""""";;;;;;;;
;;;;;;;;
" Please do not vandalize pages, as you did with this edit to Budweiser (Anheuser-Busch). If you continue to do so, you will be blocked from editing.  - ✰✰ echo """""",0,0,0,0,0,0";;;;;;;;
"186,007094f2f9efe035,""Correct, Dead is dead. There are, however, leves of wounds, hence the emphasis when they are serious. This is not a POV adjective."",0,0,0,0,0,0";;;;;;;;
"187,0071cd1ca07040ab,""""""";;;;;;;;
;;;;;;;;
"I fixed the pic, if anyone still feels that it should move it can be done.  - THE VOICES """""",0,0,0,0,0,0";;;;;;;;
"188,0073059e6433db47,""George W. Bush approval rating graph ";;;;;;;;
;;;;;;;;
http://upload.wikimedia.org/wikipedia/commons/1/10/George_W_Bush_approval_ratings_with_events.svg;;;;;;;;
;;;;;;;;
The circle for the September 11th attacks looks too far right. Think you could update it?;;;;;;;;
;;;;;;;;
"Why are the data points post 2005 omitted?"",0,0,0,0,0,0";;;;;;;;
"189,00733f0a4a58cf42,""""""";;;;;;;;
;;;;;;;;
"Sorry to interrupt but I'm at 1200 edits now... the first 200 were likely just on my own pages and because I was asking for help so much so maybe just 1000... or maybe less... but it still kind of counts. ♥♥Amulet♥♥ """""",0,0,0,0,0,0";;;;;;;;
"190,00744c2f77391702,""Absolutely, use of that word is strongly misleading, even with '-like'. The structure had nothing to do with mastaba - a burial chamber basicly. Mastaba by definition has entran & ceinner space.";;;;;;;;
This structure was one solid pile of rocks, with no inner space or entrances.;;;;;;;;
"It was ment as a wall fragment."",0,0,0,0,0,0";;;;;;;;
"191,0074b307c2d9a100,""I just noticed that the neutrality of this article is disputed (not by me). In light of that, I again ask that my post here, and my invitation to discuss how and whether neutrality can be achieved, not be deleted. It is highly relevant, and relatively urgent (bearing in mind the rule that there are no emergencies on Wikipedia, in time convergence on Truth will be achieved."",0,0,0,0,0,0";;;;;;;;
"192,007571394afafcb5,""""""";;;;;;;;
", editors don't care about your """"""""explanations"""""""" if they're not accompanied by reliable published sources. I could """"""""explain"""""""" why I thought dogs ate cats but I would get the same reception if I didn't provide sources. Stop edit warring and present sources.  talk to me """""",0,0,0,0,0,0";;;;;;;;
"193,007810bde7d6ebd4,""About Mitch moved to Yggdrasill ";;;;;;;;
;;;;;;;;
"I have no idea & it wasn't me on doing that"",0,0,0,0,0,0";;;;;;;;
"194,007a5055c23cc5a6,""Sockpuppets and impersonators ";;;;;;;;
;;;;;;;;
"The two above sockpuppet/impersonator accounts, including"",0,0,0,0,0,0";;;;;;;;
"195,007bbfa4da2bc32d,""Oh, also wouldn't films that are named Three or some variation thereof be listed on the disambig page and not on here? JUST WONDERING BECAUSE IT MAKES MUCH MORE SENSE TO ME  (I apologize in advance for certain individuals who are too sensitive to hear the truth)"",0,0,0,0,0,0";;;;;;;;
"196,007bc29766a43e3c,""Review Request ";;;;;;;;
;;;;;;;;
Hi,;;;;;;;;
;;;;;;;;
"I'd like to request KLM for a GA-class review. Can anyone do that? It seems to have many similar stuff to other GA's, such as Kenya Airways and Ethiopian Airlines. Cheers. '''BreaksFixes'''"",0,0,0,0,0,0";;;;;;;;
"197,007db1f1477ea977,""I don't at all propose that it should be transcribed as [meːn] in this or any other article.  If anything at all, just a brief mention of the raising of TRAP and MOUTH in a pre-nasal environment would suffice.  I just thought it was an American thing to raise  before nasals (I do it myself), but I often hear Aussies do it quite a bit as well, and I don't hear English people do it at all.  The only difference is that Americans have a tendency to diphthongize it as well as raising it.  ";;;;;;;;
I'm not really surprised you don't have a broad accent, being a Wikipedian.  I'm not saying it's not possible.;;;;;;;;
You're right;" I was just kind of thinking aloud."",0,0,0,0,0,0";;;;;;;
